transaction_id,user_id,merchant_id,amount,timestamp,location,payment_method,device_id,is_fraud
tx_21,user_255,merchant_2,780.16,2024-01-01 01:33:00,Delhi,wallet,device_509,0
tx_22,user_924,merchant_25,2233.64,2024-01-01 01:41:00,Delhi,debit_card,device_1770,0
tx_23,user_258,merchant_46,3431.56,2024-01-01 01:49:00,Bangalore,wallet,device_2789,0
tx_24,user_441,merchant_170,216.4,2024-01-01 01:52:00,Chennai,debit_card,device_564,0
tx_25,user_504,merchant_94,353.84,2024-01-01 01:59:00,Chennai,upi,device_981,0
tx_26,user_624,merchant_292,822.37,2024-01-01 02:05:00,Mumbai,debit_card,device_2286,0
tx_27,user_172,merchant_249,342.71,2024-01-01 02:09:00,Mumbai,wallet,device_2065,0
tx_28,user_86,merchant_235,556.43,2024-01-01 02:12:00,Mumbai,credit_card,device_2359,0
tx_29,user_65,merchant_178,1995.22,2024-01-01 02:20:00,Delhi,credit_card,device_1576,0
tx_30,user_105,merchant_188,903.01,2024-01-01 02:26:00,Chennai,credit_card,device_526,0
tx_31,user_221,merchant_259,844.93,2024-01-01 02:34:00,Chennai,upi,device_2528,0
tx_32,user_163,merchant_43,2405.12,2024-01-01 02:40:00,Bangalore,debit_card,device_217,0
tx_33,user_997,merchant_49,822.85,2024-01-01 02:45:00,Delhi,credit_card,device_1705,0
tx_34,user_281,merchant_241,1215.08,2024-01-01 02:48:00,Chennai,upi,device_320,0
tx_35,user_535,merchant_123,1683.63,2024-01-01 02:50:00,Bangalore,upi,device_1890,0
tx_36,user_660,merchant_151,416.52,2024-01-01 02:52:00,Chennai,credit_card,device_1799,0
tx_37,user_720,merchant_142,531.04,2024-01-01 02:57:00,Hyderabad,debit_card,device_1242,0
tx_38,user_231,merchant_250,608.31,2024-01-01 03:02:00,Bangalore,upi,device_2254,0
tx_39,user_107,merchant_80,3160.36,2024-01-01 03:06:00,Bangalore,upi,device_2404,0
tx_40,user_441,merchant_107,1449.03,2024-01-01 03:13:00,Chennai,wallet,device_1694,0
tx_41,user_957,merchant_183,1859.85,2024-01-01 03:21:00,Delhi,upi,device_2361,0
tx_42,user_311,merchant_262,1133.56,2024-01-01 03:28:00,Bangalore,upi,device_670,0
tx_43,user_960,merchant_70,3461.49,2024-01-01 03:33:00,Mumbai,debit_card,device_96,0
tx_44,user_15,merchant_274,1127.26,2024-01-01 03:40:00,Delhi,upi,device_1877,0
tx_45,user_555,merchant_244,50.0,2024-01-01 03:44:00,Chennai,upi,device_231,0
tx_46,user_863,merchant_270,791.53,2024-01-01 03:49:00,Hyderabad,upi,device_2372,0
tx_47,user_146,merchant_89,3888.8499999999995,2024-01-01 03:57:00,Delhi,debit_card,device_170,1
tx_48,user_156,merchant_297,2227.59,2024-01-01 03:59:00,Mumbai,credit_card,device_2445,0
tx_49,user_181,merchant_174,1065.93,2024-01-01 04:06:00,Mumbai,debit_card,device_2395,0
tx_50,user_51,merchant_220,4119.06,2024-01-01 04:13:00,Hyderabad,wallet,device_2258,0
tx_51,user_153,merchant_27,1699.3,2024-01-01 04:17:00,Mumbai,upi,device_1103,0
tx_52,user_123,merchant_89,1445.15,2024-01-01 04:23:00,Bangalore,debit_card,device_98,0
tx_53,user_411,merchant_119,62.2,2024-01-01 04:27:00,Bangalore,wallet,device_2710,0
tx_54,user_880,merchant_176,440.13,2024-01-01 04:28:00,Hyderabad,upi,device_352,0
tx_55,user_82,merchant_156,1695.65,2024-01-01 04:34:00,Delhi,wallet,device_1420,0
tx_56,user_302,merchant_87,1950.92,2024-01-01 04:37:00,Hyderabad,wallet,device_648,0
tx_57,user_318,merchant_253,89.75,2024-01-01 04:44:00,Mumbai,wallet,device_2922,0
tx_58,user_662,merchant_88,1847.98,2024-01-01 04:49:00,Delhi,debit_card,device_382,0
tx_59,user_577,merchant_272,153.35,2024-01-01 04:50:00,Hyderabad,upi,device_715,0
tx_60,user_519,merchant_144,1711.41,2024-01-01 04:58:00,Bangalore,debit_card,device_2309,0
tx_61,user_692,merchant_241,990.08,2024-01-01 05:04:00,Chennai,credit_card,device_2281,0
tx_62,user_109,merchant_226,812.01,2024-01-01 05:09:00,Mumbai,debit_card,device_1315,0
tx_63,user_523,merchant_273,1302.23,2024-01-01 05:14:00,Chennai,credit_card,device_2094,0
tx_64,user_278,merchant_288,66.02,2024-01-01 05:18:00,Chennai,credit_card,device_1645,0
tx_65,user_696,merchant_283,1627.89,2024-01-01 05:25:00,Mumbai,debit_card,device_1742,0
tx_66,user_356,merchant_167,1874.91,2024-01-01 05:32:00,Delhi,credit_card,device_572,0
tx_67,user_105,merchant_299,56.5,2024-01-01 05:35:00,Chennai,debit_card,device_846,0
tx_68,user_100,merchant_70,73.17,2024-01-01 05:40:00,Chennai,upi,device_871,0
tx_69,user_812,merchant_67,1645.98,2024-01-01 05:48:00,Delhi,credit_card,device_1953,0
tx_70,user_401,merchant_181,50.0,2024-01-01 05:50:00,Bangalore,debit_card,device_2360,0
tx_71,user_411,merchant_296,425.17,2024-01-01 05:55:00,Mumbai,credit_card,device_1697,0
tx_72,user_715,merchant_246,758.45,2024-01-01 06:02:00,Hyderabad,credit_card,device_2670,0
tx_73,user_203,merchant_9,1794.33,2024-01-01 06:03:00,Hyderabad,upi,device_506,0
tx_74,user_803,merchant_166,670.85,2024-01-01 06:04:00,Delhi,wallet,device_2210,0
tx_75,user_666,merchant_115,3751.94,2024-01-01 06:12:00,Hyderabad,upi,device_2623,0
tx_76,user_994,merchant_288,4772.22,2024-01-01 06:16:00,Hyderabad,upi,device_2246,0
tx_77,user_447,merchant_148,1252.97,2024-01-01 06:17:00,Chennai,wallet,device_2388,0
tx_78,user_401,merchant_107,341.95,2024-01-01 06:25:00,Hyderabad,debit_card,device_1989,0
tx_79,user_93,merchant_260,1031.79,2024-01-01 06:26:00,Mumbai,credit_card,device_1579,0
tx_80,user_111,merchant_289,840.34,2024-01-01 06:31:00,Delhi,upi,device_1243,0
tx_81,user_854,merchant_73,143.26,2024-01-01 06:32:00,Bangalore,debit_card,device_280,0
tx_82,user_780,merchant_268,3717.53,2024-01-01 06:40:00,Hyderabad,wallet,device_2606,0
tx_83,user_369,merchant_120,152.91,2024-01-01 06:46:00,Mumbai,wallet,device_2612,0
tx_84,user_318,merchant_113,449.86,2024-01-01 06:51:00,Delhi,credit_card,device_1691,0
tx_85,user_742,merchant_76,254.38,2024-01-01 06:57:00,Bangalore,credit_card,device_248,0
tx_86,user_769,merchant_79,309.76,2024-01-01 06:59:00,Mumbai,wallet,device_1152,0
tx_87,user_162,merchant_49,1179.0,2024-01-01 07:03:00,Delhi,upi,device_2916,0
tx_88,user_500,merchant_124,29979.090000000004,2024-01-01 07:04:00,Delhi,credit_card,device_2409,1
tx_89,user_919,merchant_209,1205.76,2024-01-01 07:10:00,Mumbai,wallet,device_2009,0
tx_90,user_289,merchant_236,488.82,2024-01-01 07:13:00,Bangalore,debit_card,device_976,0
tx_91,user_978,merchant_119,1568.21,2024-01-01 07:17:00,Mumbai,upi,device_855,0
tx_92,user_464,merchant_278,6514.89,2024-01-01 07:18:00,Hyderabad,upi,device_351,0
tx_93,user_205,merchant_282,1163.01,2024-01-01 07:19:00,Delhi,upi,device_2226,0
tx_94,user_163,merchant_65,768.1,2024-01-01 07:25:00,Mumbai,wallet,device_2136,0
tx_95,user_518,merchant_276,496.18,2024-01-01 07:26:00,Bangalore,wallet,device_47,0
tx_96,user_294,merchant_249,2352.34,2024-01-01 07:34:00,Mumbai,debit_card,device_498,0
tx_97,user_299,merchant_158,113.74,2024-01-01 07:36:00,Mumbai,debit_card,device_1324,0
tx_98,user_161,merchant_87,1267.85,2024-01-01 07:42:00,Mumbai,credit_card,device_2380,0
tx_99,user_760,merchant_245,1175.95,2024-01-01 07:45:00,Delhi,wallet,device_1018,1
tx_100,user_202,merchant_197,1568.82,2024-01-01 07:52:00,Hyderabad,debit_card,device_2193,0
tx_101,user_178,merchant_241,2734.52,2024-01-01 07:55:00,Chennai,upi,device_1108,0
tx_102,user_104,merchant_211,293.36,2024-01-01 08:00:00,Hyderabad,debit_card,device_2683,0
tx_103,user_982,merchant_90,584.91,2024-01-01 08:07:00,Hyderabad,wallet,device_672,0
tx_104,user_540,merchant_260,817.74,2024-01-01 08:15:00,Hyderabad,credit_card,device_1254,0
tx_105,user_10,merchant_104,1951.61,2024-01-01 08:17:00,Bangalore,debit_card,device_3,0
tx_106,user_775,merchant_203,661.58,2024-01-01 08:22:00,Bangalore,credit_card,device_2237,0
tx_107,user_787,merchant_210,1092.8,2024-01-01 08:28:00,Hyderabad,wallet,device_2933,0
tx_108,user_972,merchant_296,1486.55,2024-01-01 08:34:00,Mumbai,credit_card,device_1269,0
tx_109,user_356,merchant_296,3423.9,2024-01-01 08:40:00,Hyderabad,wallet,device_472,0
tx_110,user_257,merchant_254,537.7,2024-01-01 08:47:00,Bangalore,debit_card,device_2687,0
tx_111,user_348,merchant_6,364.84,2024-01-01 08:51:00,Bangalore,wallet,device_347,0
tx_112,user_989,merchant_178,211.45,2024-01-01 08:56:00,Chennai,upi,device_1337,0
tx_113,user_100,merchant_168,192.89,2024-01-01 09:04:00,Mumbai,wallet,device_738,0
tx_114,user_652,merchant_155,914.49,2024-01-01 09:06:00,Mumbai,wallet,device_2940,0
tx_115,user_224,merchant_168,297.31,2024-01-01 09:14:00,Delhi,wallet,device_2915,0
tx_116,user_813,merchant_28,50.0,2024-01-01 09:22:00,Chennai,debit_card,device_954,0
tx_117,user_928,merchant_51,239.52,2024-01-01 09:23:00,Mumbai,credit_card,device_2062,0
tx_118,user_494,merchant_35,258.69,2024-01-01 09:25:00,Mumbai,upi,device_2979,0
tx_119,user_660,merchant_240,2423.88,2024-01-01 09:32:00,Chennai,credit_card,device_2813,0
tx_120,user_202,merchant_235,1656.25,2024-01-01 09:39:00,Delhi,credit_card,device_2110,0
tx_121,user_892,merchant_287,444.66,2024-01-01 09:45:00,Chennai,wallet,device_918,0
tx_122,user_769,merchant_233,749.44,2024-01-01 09:50:00,Chennai,debit_card,device_382,0
tx_123,user_200,merchant_168,497.06,2024-01-01 09:58:00,Hyderabad,wallet,device_87,0
tx_124,user_774,merchant_248,1287.28,2024-01-01 09:59:00,Chennai,upi,device_1399,0
tx_125,user_630,merchant_81,1036.1,2024-01-01 10:02:00,Chennai,wallet,device_49,0
tx_126,user_432,merchant_13,154.37,2024-01-01 10:10:00,Delhi,wallet,device_1854,0
tx_127,user_977,merchant_277,883.97,2024-01-01 10:16:00,Delhi,wallet,device_2265,0
tx_128,user_434,merchant_135,1133.59,2024-01-01 10:22:00,Hyderabad,credit_card,device_2515,0
tx_129,user_999,merchant_127,622.16,2024-01-01 10:29:00,Bangalore,wallet,device_253,0
tx_130,user_880,merchant_221,1125.59,2024-01-01 10:34:00,Delhi,credit_card,device_647,0
tx_131,user_827,merchant_219,1527.97,2024-01-01 10:40:00,Bangalore,debit_card,device_426,0
tx_132,user_480,merchant_0,2957.96,2024-01-01 10:44:00,Chennai,debit_card,device_1880,0
tx_133,user_110,merchant_129,8316.56,2024-01-01 10:52:00,Hyderabad,debit_card,device_887,0
tx_134,user_121,merchant_288,814.57,2024-01-01 10:53:00,Delhi,wallet,device_825,0
tx_135,user_648,merchant_147,1526.3,2024-01-01 11:01:00,Delhi,upi,device_328,0
tx_136,user_134,merchant_24,1479.71,2024-01-01 11:03:00,Bangalore,wallet,device_2860,0
tx_137,user_943,merchant_246,1702.39,2024-01-01 11:10:00,Mumbai,credit_card,device_1916,0
tx_138,user_714,merchant_268,1966.06,2024-01-01 11:11:00,Mumbai,debit_card,device_983,0
tx_139,user_7,merchant_201,2752.74,2024-01-01 11:13:00,Chennai,debit_card,device_2525,0
tx_140,user_153,merchant_146,172.59,2024-01-01 11:21:00,Bangalore,wallet,device_1061,0
tx_141,user_690,merchant_263,3426.68,2024-01-01 11:22:00,Hyderabad,wallet,device_1721,0
tx_142,user_259,merchant_44,11961.95,2024-01-01 11:30:00,Bangalore,upi,device_1664,0
tx_143,user_326,merchant_65,495.27,2024-01-01 11:34:00,Hyderabad,debit_card,device_740,0
tx_144,user_270,merchant_280,3820.38,2024-01-01 11:39:00,Chennai,upi,device_2544,0
tx_145,user_966,merchant_120,220.78,2024-01-01 11:42:00,Hyderabad,upi,device_2571,0
tx_146,user_807,merchant_6,97.48,2024-01-01 11:49:00,Delhi,debit_card,device_1412,0
tx_147,user_941,merchant_75,1536.77,2024-01-01 11:51:00,Mumbai,debit_card,device_495,0
tx_148,user_631,merchant_85,2499.85,2024-01-01 11:55:00,Mumbai,upi,device_2510,0
tx_149,user_164,merchant_138,145.06,2024-01-01 11:57:00,Delhi,wallet,device_1074,1
tx_150,user_164,merchant_185,272.43,2024-01-01 12:00:00,Bangalore,credit_card,device_2547,0
tx_151,user_164,merchant_277,412.31,2024-01-01 12:05:00,Hyderabad,wallet,device_452,0
tx_152,user_164,merchant_46,3332.11,2024-01-01 12:13:00,Chennai,credit_card,device_356,0
tx_153,user_164,merchant_143,531.64,2024-01-01 12:17:00,Bangalore,debit_card,device_11,0
tx_154,user_206,merchant_89,124.44,2024-01-01 12:25:00,Bangalore,debit_card,device_2618,0
tx_155,user_270,merchant_145,1193.99,2024-01-01 12:27:00,Chennai,debit_card,device_2855,0
tx_156,user_101,merchant_206,2901.49,2024-01-01 12:31:00,Mumbai,wallet,device_162,0
tx_157,user_803,merchant_285,227.45,2024-01-01 12:36:00,Delhi,debit_card,device_1695,0
tx_158,user_42,merchant_126,524.53,2024-01-01 12:42:00,Mumbai,debit_card,device_2635,0
tx_159,user_599,merchant_58,373.64,2024-01-01 12:47:00,Delhi,debit_card,device_2967,0
tx_160,user_908,merchant_282,2619.38,2024-01-01 12:50:00,Bangalore,upi,device_731,0
tx_161,user_579,merchant_267,740.3,2024-01-01 12:54:00,Mumbai,credit_card,device_1497,0
tx_162,user_333,merchant_208,392.1,2024-01-01 13:00:00,Bangalore,upi,device_1671,0
tx_163,user_758,merchant_155,1016.52,2024-01-01 13:04:00,Hyderabad,upi,device_1496,0
tx_164,user_877,merchant_93,135.89,2024-01-01 13:05:00,Bangalore,credit_card,device_525,0
tx_165,user_841,merchant_292,353.85,2024-01-01 13:10:00,Chennai,upi,device_872,0
tx_166,user_498,merchant_21,1153.26,2024-01-01 13:14:00,Chennai,debit_card,device_1520,0
tx_167,user_762,merchant_166,434.93,2024-01-01 13:15:00,Delhi,upi,device_646,0
tx_168,user_728,merchant_236,248.39,2024-01-01 13:18:00,Delhi,upi,device_596,0
tx_169,user_320,merchant_58,196.57,2024-01-01 13:19:00,Chennai,credit_card,device_2557,1
tx_170,user_691,merchant_6,502.16,2024-01-01 13:22:00,Delhi,credit_card,device_2525,0
tx_171,user_806,merchant_57,795.97,2024-01-01 13:26:00,Chennai,upi,device_1383,0
tx_172,user_577,merchant_272,2567.88,2024-01-01 13:33:00,Mumbai,debit_card,device_1233,0
tx_173,user_144,merchant_13,1844.11,2024-01-01 13:41:00,Mumbai,credit_card,device_36,0
tx_174,user_957,merchant_257,938.69,2024-01-01 13:43:00,Chennai,upi,device_1382,0
tx_175,user_62,merchant_31,1516.69,2024-01-01 13:47:00,Chennai,wallet,device_638,0
tx_176,user_491,merchant_164,1562.54,2024-01-01 13:48:00,Hyderabad,wallet,device_2940,0
tx_177,user_575,merchant_203,3924.53,2024-01-01 13:55:00,Mumbai,wallet,device_1625,0
tx_178,user_851,merchant_139,379.79,2024-01-01 14:02:00,Hyderabad,debit_card,device_2000,0
tx_179,user_735,merchant_242,247.23,2024-01-01 14:05:00,Bangalore,debit_card,device_1994,0
tx_180,user_294,merchant_246,312.27,2024-01-01 14:12:00,Delhi,credit_card,device_1562,0
tx_181,user_341,merchant_179,118.42,2024-01-01 14:15:00,Mumbai,credit_card,device_2301,0
tx_182,user_368,merchant_90,115.28,2024-01-01 14:22:00,Bangalore,wallet,device_1567,0
tx_183,user_252,merchant_156,387.2,2024-01-01 14:29:00,Bangalore,upi,device_322,0
tx_184,user_428,merchant_182,1819.22,2024-01-01 14:30:00,Delhi,debit_card,device_924,0
tx_185,user_741,merchant_253,744.89,2024-01-01 14:34:00,Bangalore,wallet,device_1656,0
tx_186,user_248,merchant_100,1246.06,2024-01-01 14:40:00,Bangalore,wallet,device_281,0
tx_187,user_604,merchant_148,1032.55,2024-01-01 14:45:00,Mumbai,debit_card,device_1401,0
tx_188,user_138,merchant_254,178.09,2024-01-01 14:50:00,Hyderabad,wallet,device_961,0
tx_189,user_777,merchant_91,3974.41,2024-01-01 14:54:00,Delhi,upi,device_1820,0
tx_190,user_560,merchant_210,2256.43,2024-01-01 14:57:00,Delhi,debit_card,device_2624,0
tx_191,user_878,merchant_227,383.43,2024-01-01 15:00:00,Mumbai,debit_card,device_1890,0
tx_192,user_624,merchant_137,1131.43,2024-01-01 15:03:00,Bangalore,credit_card,device_603,0
tx_193,user_633,merchant_147,3377.48,2024-01-01 15:06:00,Delhi,wallet,device_2034,0
tx_194,user_2,merchant_11,1334.26,2024-01-01 15:10:00,Bangalore,credit_card,device_1260,0
tx_195,user_614,merchant_226,366.9,2024-01-01 15:15:00,Delhi,upi,device_1892,0
tx_196,user_545,merchant_155,1336.3,2024-01-01 15:17:00,Mumbai,credit_card,device_1381,0
tx_197,user_752,merchant_14,1064.16,2024-01-01 15:23:00,Bangalore,credit_card,device_602,0
tx_198,user_94,merchant_139,1258.99,2024-01-01 15:26:00,Bangalore,upi,device_2295,0
tx_199,user_236,merchant_189,1380.07,2024-01-01 15:28:00,Hyderabad,wallet,device_1614,0
tx_200,user_363,merchant_216,2300.9,2024-01-01 15:36:00,Mumbai,credit_card,device_465,0
tx_201,user_510,merchant_48,331.59,2024-01-01 15:41:00,Mumbai,upi,device_2102,0
tx_202,user_984,merchant_98,277.73,2024-01-01 15:47:00,Mumbai,upi,device_1080,0
tx_203,user_646,merchant_65,1171.0,2024-01-01 15:51:00,Hyderabad,wallet,device_724,0
tx_204,user_912,merchant_192,4989.18,2024-01-01 15:58:00,Bangalore,wallet,device_679,0
tx_205,user_684,merchant_246,737.77,2024-01-01 16:03:00,Mumbai,debit_card,device_1277,0
tx_206,user_877,merchant_131,504.22,2024-01-01 16:07:00,Mumbai,upi,device_932,0
tx_207,user_754,merchant_252,270.9,2024-01-01 16:11:00,Hyderabad,credit_card,device_380,0
tx_208,user_297,merchant_90,1265.35,2024-01-01 16:13:00,Hyderabad,debit_card,device_877,0
tx_209,user_896,merchant_100,169.96,2024-01-01 16:18:00,Chennai,debit_card,device_1726,0
tx_210,user_558,merchant_257,745.27,2024-01-01 16:20:00,Bangalore,debit_card,device_139,0
tx_211,user_273,merchant_23,551.71,2024-01-01 16:21:00,Bangalore,wallet,device_2838,0
tx_212,user_18,merchant_22,1219.22,2024-01-01 16:26:00,Chennai,debit_card,device_2607,0
tx_213,user_751,merchant_208,389.58,2024-01-01 16:27:00,Chennai,wallet,device_1134,0
tx_214,user_964,merchant_78,50.0,2024-01-01 16:31:00,Delhi,debit_card,device_262,0
tx_215,user_686,merchant_204,1682.21,2024-01-01 16:39:00,Mumbai,credit_card,device_2265,0
tx_216,user_153,merchant_242,2847.5,2024-01-01 16:42:00,Mumbai,credit_card,device_2315,0
tx_217,user_900,merchant_196,50.0,2024-01-01 16:44:00,Delhi,upi,device_2965,0
tx_218,user_606,merchant_28,1933.21,2024-01-01 16:52:00,Mumbai,wallet,device_1830,0
tx_219,user_88,merchant_16,1334.19,2024-01-01 16:55:00,Hyderabad,wallet,device_2086,0
tx_220,user_370,merchant_86,177.26,2024-01-01 17:00:00,Hyderabad,wallet,device_907,0
tx_221,user_536,merchant_86,508.5,2024-01-01 17:03:00,Delhi,credit_card,device_1512,0
tx_222,user_573,merchant_105,4124.57,2024-01-01 17:11:00,Hyderabad,credit_card,device_2694,0
tx_223,user_464,merchant_98,678.91,2024-01-01 17:16:00,Chennai,upi,device_8,0
tx_224,user_94,merchant_72,1356.17,2024-01-01 17:18:00,Mumbai,credit_card,device_975,0
tx_225,user_332,merchant_142,297.5,2024-01-01 17:20:00,Hyderabad,wallet,device_2915,0
tx_226,user_647,merchant_201,311.87,2024-01-01 17:25:00,Bangalore,credit_card,device_1713,0
tx_227,user_774,merchant_69,463.91,2024-01-01 17:33:00,Bangalore,upi,device_2113,0
tx_228,user_372,merchant_160,514.64,2024-01-01 17:40:00,Delhi,credit_card,device_1410,0
tx_229,user_883,merchant_45,1550.25,2024-01-01 17:44:00,Chennai,wallet,device_1623,0
tx_230,user_516,merchant_276,855.82,2024-01-01 17:51:00,Hyderabad,debit_card,device_2454,0
tx_231,user_354,merchant_48,171.28,2024-01-01 17:57:00,Hyderabad,credit_card,device_2624,0
tx_232,user_272,merchant_168,1003.39,2024-01-01 17:58:00,Delhi,upi,device_1810,0
tx_233,user_173,merchant_145,714.9,2024-01-01 18:06:00,Delhi,upi,device_2044,0
tx_234,user_128,merchant_91,2906.55,2024-01-01 18:10:00,Hyderabad,upi,device_1101,0
tx_235,user_879,merchant_182,1684.93,2024-01-01 18:17:00,Mumbai,upi,device_2280,0
tx_236,user_769,merchant_130,551.61,2024-01-01 18:18:00,Delhi,credit_card,device_333,0
tx_237,user_22,merchant_171,588.83,2024-01-01 18:19:00,Bangalore,upi,device_1415,0
tx_238,user_379,merchant_85,3754.1,2024-01-01 18:23:00,Bangalore,wallet,device_2128,0
tx_239,user_615,merchant_167,456.3,2024-01-01 18:26:00,Mumbai,wallet,device_65,0
tx_240,user_525,merchant_45,1501.26,2024-01-01 18:32:00,Chennai,credit_card,device_835,0
tx_241,user_805,merchant_33,895.9,2024-01-01 18:39:00,Mumbai,wallet,device_2036,0
tx_242,user_535,merchant_181,732.63,2024-01-01 18:42:00,Bangalore,credit_card,device_1560,0
tx_243,user_262,merchant_221,71.39,2024-01-01 18:49:00,Hyderabad,wallet,device_88,0
tx_244,user_344,merchant_163,555.2,2024-01-01 18:53:00,Hyderabad,wallet,device_1325,0
tx_245,user_152,merchant_212,4117.69,2024-01-01 18:57:00,Chennai,upi,device_2701,0
tx_246,user_418,merchant_107,458.55,2024-01-01 18:59:00,Bangalore,credit_card,device_30,0
tx_247,user_124,merchant_217,1422.21,2024-01-01 19:06:00,Bangalore,credit_card,device_1453,0
tx_248,user_547,merchant_201,330.29,2024-01-01 19:09:00,Bangalore,debit_card,device_538,0
tx_249,user_781,merchant_48,2823.96,2024-01-01 19:10:00,Hyderabad,wallet,device_1845,0
tx_250,user_592,merchant_71,232.2,2024-01-01 19:12:00,Bangalore,wallet,device_257,0
tx_251,user_960,merchant_225,345.02,2024-01-01 19:14:00,Delhi,wallet,device_1333,1
tx_252,user_960,merchant_64,2179.04,2024-01-01 19:15:00,Delhi,debit_card,device_2417,0
tx_253,user_960,merchant_10,591.49,2024-01-01 19:23:00,Bangalore,debit_card,device_56,0
tx_254,user_960,merchant_84,585.7,2024-01-01 19:27:00,Bangalore,credit_card,device_1185,0
tx_255,user_960,merchant_99,945.52,2024-01-01 19:29:00,Bangalore,credit_card,device_237,0
tx_256,user_202,merchant_68,329.98,2024-01-01 19:37:00,Chennai,wallet,device_978,0
tx_257,user_472,merchant_94,730.01,2024-01-01 19:42:00,Chennai,debit_card,device_2730,0
tx_258,user_168,merchant_96,190.4,2024-01-01 19:47:00,Delhi,debit_card,device_1589,0
tx_259,user_461,merchant_66,492.32,2024-01-01 19:52:00,Delhi,wallet,device_422,0
tx_260,user_285,merchant_249,875.83,2024-01-01 19:57:00,Delhi,upi,device_774,0
tx_261,user_460,merchant_202,273.65,2024-01-01 20:02:00,Mumbai,wallet,device_1728,0
tx_262,user_34,merchant_192,546.83,2024-01-01 20:07:00,Hyderabad,wallet,device_1610,0
tx_263,user_933,merchant_293,211.13,2024-01-01 20:15:00,Delhi,wallet,device_773,0
tx_264,user_691,merchant_11,786.65,2024-01-01 20:20:00,Delhi,upi,device_1920,0
tx_265,user_492,merchant_257,196.43,2024-01-01 20:22:00,Chennai,wallet,device_1373,0
tx_266,user_830,merchant_166,343.04,2024-01-01 20:23:00,Chennai,credit_card,device_2753,0
tx_267,user_217,merchant_148,277.5,2024-01-01 20:27:00,Bangalore,upi,device_2462,0
tx_268,user_675,merchant_29,210.37,2024-01-01 20:32:00,Delhi,debit_card,device_822,0
tx_269,user_629,merchant_288,3048.96,2024-01-01 20:36:00,Chennai,debit_card,device_622,0
tx_270,user_407,merchant_3,237.62,2024-01-01 20:38:00,Chennai,credit_card,device_1382,0
tx_271,user_297,merchant_72,212.66,2024-01-01 20:39:00,Mumbai,debit_card,device_811,0
tx_272,user_979,merchant_1,76.55,2024-01-01 20:46:00,Delhi,wallet,device_596,0
tx_273,user_872,merchant_206,50.0,2024-01-01 20:47:00,Mumbai,upi,device_1856,0
tx_274,user_531,merchant_8,84.23,2024-01-01 20:51:00,Chennai,wallet,device_1264,0
tx_275,user_698,merchant_248,2378.28,2024-01-01 20:52:00,Delhi,upi,device_505,0
tx_276,user_492,merchant_16,1371.59,2024-01-01 21:00:00,Delhi,wallet,device_780,0
tx_277,user_390,merchant_65,246.86,2024-01-01 21:02:00,Hyderabad,debit_card,device_2179,0
tx_278,user_918,merchant_121,526.7,2024-01-01 21:04:00,Delhi,credit_card,device_2918,0
tx_279,user_934,merchant_90,109.63,2024-01-01 21:08:00,Delhi,credit_card,device_539,0
tx_280,user_383,merchant_16,778.19,2024-01-01 21:16:00,Mumbai,upi,device_2257,0
tx_281,user_600,merchant_254,1240.46,2024-01-01 21:22:00,Chennai,upi,device_1188,0
tx_282,user_509,merchant_65,248.4,2024-01-01 21:24:00,Bangalore,debit_card,device_1817,0
