transaction_id,user_id,merchant_id,amount,timestamp,device_id,is_fraud,user_txn_count,user_avg_amount,amount_deviation,device_user_count,location_Chennai,location_Delhi,location_Hyderabad,location_Mumbai,payment_method_debit_card,payment_method_upi,payment_method_wallet
tx_29,user_65,merchant_178,1995.22,2024-01-01 02:20:00,device_1576,0,1,1995.22,0.999499053210568,5,False,True,False,False,False,False,False
tx_30,user_105,merchant_188,903.01,2024-01-01 02:26:00,device_526,0,1,903.01,0.998893817546266,3,True,False,False,False,False,False,False
tx_31,user_221,merchant_259,844.93,2024-01-01 02:34:00,device_2528,0,1,844.93,0.9988178690908232,10,True,False,False,False,False,True,False
tx_32,user_163,merchant_43,2405.12,2024-01-01 02:40:00,device_217,0,1,2405.12,0.9995843931308497,8,False,False,False,False,True,False,False
tx_33,user_997,merchant_49,822.85,2024-01-01 02:45:00,device_1705,0,1,822.85,0.9987861868058506,8,False,True,False,False,False,False,False
tx_34,user_281,merchant_241,1215.08,2024-01-01 02:48:00,device_320,0,1,1215.08,0.9991776856785738,10,True,False,False,False,False,True,False
tx_35,user_535,merchant_123,1683.63,2024-01-01 02:50:00,device_1890,0,1,1683.63,0.999406397844037,6,False,False,False,False,False,True,False
tx_36,user_660,merchant_151,416.52,2024-01-01 02:52:00,device_1799,0,1,416.52,0.9976049051542442,5,True,False,False,False,False,False,False
tx_37,user_720,merchant_142,531.04,2024-01-01 02:57:00,device_1242,0,1,531.04,0.9981204420720247,4,False,False,True,False,True,False,False
tx_38,user_231,merchant_250,608.31,2024-01-01 03:02:00,device_2254,0,1,608.31,0.9983587992975661,8,False,False,False,False,False,True,False
tx_39,user_107,merchant_80,3160.36,2024-01-01 03:06:00,device_2404,0,1,3160.36,0.999683680441329,2,False,False,False,False,False,True,False
tx_40,user_441,merchant_107,1449.03,2024-01-01 03:13:00,device_1694,0,2,832.715,1.7380399776902178,6,True,False,False,False,False,False,True
tx_41,user_957,merchant_183,1859.85,2024-01-01 03:21:00,device_2361,0,1,1859.85,0.9994626111723137,8,False,True,False,False,False,True,False
tx_42,user_311,merchant_262,1133.56,2024-01-01 03:28:00,device_670,0,1,1133.56,0.9991186010435764,3,False,False,False,False,False,True,False
tx_43,user_960,merchant_70,3461.49,2024-01-01 03:33:00,device_96,0,1,3461.49,0.9997111905016333,9,False,False,False,True,True,False,False
tx_44,user_15,merchant_274,1127.26,2024-01-01 03:40:00,device_1877,0,1,1127.26,0.9991136794710439,3,False,True,False,False,False,True,False
tx_45,user_555,merchant_244,50.0,2024-01-01 03:44:00,device_231,0,1,50.0,0.9803921568627451,8,True,False,False,False,False,True,False
tx_46,user_863,merchant_270,791.53,2024-01-01 03:49:00,device_2372,0,2,461.59499999999997,1.7110647542666912,5,False,False,True,False,False,True,False
tx_47,user_146,merchant_89,3888.8499999999995,2024-01-01 03:57:00,device_170,1,1,3888.8499999999995,0.9997429206781753,3,False,True,False,False,True,False,False
tx_48,user_156,merchant_297,2227.59,2024-01-01 03:59:00,device_2445,0,1,2227.59,0.9995512857905672,4,False,False,False,True,False,False,False
tx_49,user_181,merchant_174,1065.93,2024-01-01 04:06:00,device_2395,0,1,1065.93,0.9990627313881886,4,False,False,False,True,True,False,False
tx_50,user_51,merchant_220,4119.06,2024-01-01 04:13:00,device_2258,0,1,4119.06,0.9997572850880813,6,False,False,True,False,False,False,True
tx_51,user_153,merchant_27,1699.3,2024-01-01 04:17:00,device_1103,0,2,1923.005,0.8832097629683914,3,False,False,False,True,False,True,False
tx_52,user_123,merchant_89,1445.15,2024-01-01 04:23:00,device_98,0,1,1445.15,0.9993085087992255,9,False,False,False,False,True,False,False
tx_53,user_411,merchant_119,62.2,2024-01-01 04:27:00,device_2710,0,1,62.2,0.9841772151898734,7,False,False,False,False,False,False,True
tx_54,user_880,merchant_176,440.13,2024-01-01 04:28:00,device_352,0,1,440.13,0.9977330945526263,7,False,False,True,False,False,True,False
tx_55,user_82,merchant_156,1695.65,2024-01-01 04:34:00,device_1420,0,1,1695.65,0.9994106032475761,8,False,True,False,False,False,False,True
tx_56,user_302,merchant_87,1950.92,2024-01-01 04:37:00,device_648,0,1,1950.92,0.9994876839214721,9,False,False,True,False,False,False,True
tx_57,user_318,merchant_253,89.75,2024-01-01 04:44:00,device_2922,0,1,89.75,0.9889807162534435,5,False,False,False,True,False,False,True
tx_58,user_662,merchant_88,1847.98,2024-01-01 04:49:00,device_382,0,1,1847.98,0.9994591612672933,6,False,True,False,False,True,False,False
tx_59,user_577,merchant_272,153.35,2024-01-01 04:50:00,device_715,0,1,153.35,0.9935212180110139,5,False,False,True,False,False,True,False
tx_60,user_519,merchant_144,1711.41,2024-01-01 04:58:00,device_2309,0,1,1711.41,0.9994160277036458,7,False,False,False,False,True,False,False
tx_61,user_692,merchant_241,990.08,2024-01-01 05:04:00,device_2281,0,1,990.08,0.99899099971748,6,True,False,False,False,False,False,False
tx_62,user_109,merchant_226,812.01,2024-01-01 05:09:00,device_1315,0,1,812.01,0.9987700028289935,7,False,False,False,True,True,False,False
tx_63,user_523,merchant_273,1302.23,2024-01-01 05:14:00,device_2094,0,1,1302.23,0.9992326757364395,4,True,False,False,False,False,False,False
tx_64,user_278,merchant_288,66.02,2024-01-01 05:18:00,device_1645,0,1,66.02,0.9850790808713816,4,True,False,False,False,False,False,False
tx_65,user_696,merchant_283,1627.89,2024-01-01 05:25:00,device_1742,0,1,1627.89,0.9993860850026706,6,False,False,False,True,True,False,False
tx_66,user_356,merchant_167,1874.91,2024-01-01 05:32:00,device_572,0,1,1874.91,0.9994669253855463,10,False,True,False,False,False,False,False
tx_67,user_105,merchant_299,56.5,2024-01-01 05:35:00,device_846,0,2,479.755,0.11752347869496937,9,True,False,False,False,True,False,False
tx_68,user_100,merchant_70,73.17,2024-01-01 05:40:00,device_871,0,2,874.6650000000001,0.0835593520353103,5,True,False,False,False,False,True,False
tx_69,user_812,merchant_67,1645.98,2024-01-01 05:48:00,device_1953,0,1,1645.98,0.9993928280853441,3,False,True,False,False,False,False,False
tx_70,user_401,merchant_181,50.0,2024-01-01 05:50:00,device_2360,0,2,94.84,0.5217028380634391,6,False,False,False,False,True,False,False
tx_71,user_411,merchant_296,425.17,2024-01-01 05:55:00,device_1697,0,2,243.685,1.7376218403253163,8,False,False,False,True,False,False,False
tx_72,user_715,merchant_246,758.45,2024-01-01 06:02:00,device_2670,0,1,758.45,0.9986832576206465,7,False,False,True,False,False,False,False
tx_73,user_203,merchant_9,1794.33,2024-01-01 06:03:00,device_506,0,1,1794.33,0.9994429993371692,5,False,False,True,False,False,True,False
tx_74,user_803,merchant_166,670.85,2024-01-01 06:04:00,device_2210,0,1,670.85,0.9985115725236288,4,False,True,False,False,False,False,True
tx_75,user_666,merchant_115,3751.94,2024-01-01 06:12:00,device_2623,0,1,3751.94,0.9997335422362201,9,False,False,True,False,False,True,False
tx_76,user_994,merchant_288,4772.22,2024-01-01 06:16:00,device_2246,0,1,4772.22,0.9997904978190822,7,False,False,True,False,False,True,False
tx_77,user_447,merchant_148,1252.97,2024-01-01 06:17:00,device_2388,0,1,1252.97,0.999202532755967,9,True,False,False,False,False,False,True
tx_78,user_401,merchant_107,341.95,2024-01-01 06:25:00,device_1989,0,3,177.21,1.9188036586050163,5,False,False,True,False,True,False,False
tx_79,user_93,merchant_260,1031.79,2024-01-01 06:26:00,device_1579,0,1,1031.79,0.9990317489518682,6,False,False,False,True,False,False,False
tx_80,user_111,merchant_289,840.34,2024-01-01 06:31:00,device_1243,0,1,840.34,0.998811419877814,5,False,True,False,False,False,True,False
tx_81,user_854,merchant_73,143.26,2024-01-01 06:32:00,device_280,0,1,143.26,0.9930680715375018,2,False,False,False,False,True,False,False
tx_82,user_780,merchant_268,3717.53,2024-01-01 06:40:00,device_2606,0,1,3717.53,0.9997310765275526,4,False,False,True,False,False,False,True
tx_83,user_369,merchant_120,152.91,2024-01-01 06:46:00,device_2612,0,1,152.91,0.9935026963810019,6,False,False,False,True,False,False,True
tx_84,user_318,merchant_113,449.86,2024-01-01 06:51:00,device_1691,0,2,269.805,1.6611953250493898,7,False,True,False,False,False,False,False
tx_85,user_742,merchant_76,254.38,2024-01-01 06:57:00,device_248,0,2,845.7550000000001,0.3004174761294589,9,False,False,False,False,False,False,False
tx_86,user_769,merchant_79,309.76,2024-01-01 06:59:00,device_1152,0,1,309.76,0.9967820826361179,1,False,False,False,True,False,False,True
tx_87,user_162,merchant_49,1179.0,2024-01-01 07:03:00,device_2916,0,1,1179.0,0.9991525423728813,5,False,True,False,False,False,True,False
tx_88,user_500,merchant_124,29979.090000000004,2024-01-01 07:04:00,device_2409,1,1,29979.090000000004,0.9999666445297529,8,False,True,False,False,False,False,False
tx_89,user_919,merchant_209,1205.76,2024-01-01 07:10:00,device_2009,0,1,1205.76,0.9991713348138818,6,False,False,False,True,False,False,True
tx_90,user_289,merchant_236,488.82,2024-01-01 07:13:00,device_976,0,1,488.82,0.9979584337103425,6,False,False,False,False,True,False,False
tx_91,user_978,merchant_119,1568.21,2024-01-01 07:17:00,device_855,0,1,1568.21,0.9993627366636715,5,False,False,False,True,False,True,False
tx_92,user_464,merchant_278,6514.89,2024-01-01 07:18:00,device_351,0,1,6514.89,0.9998465290236637,7,False,False,True,False,False,True,False
tx_93,user_205,merchant_282,1163.01,2024-01-01 07:19:00,device_2226,0,1,1163.01,0.9991409008513673,5,False,True,False,False,False,True,False
tx_94,user_163,merchant_65,768.1,2024-01-01 07:25:00,device_2136,0,2,1586.61,0.4838089959120943,6,False,False,False,True,False,False,True
tx_95,user_518,merchant_276,496.18,2024-01-01 07:26:00,device_47,0,1,496.18,0.9979886560199526,4,False,False,False,False,False,False,True
tx_96,user_294,merchant_249,2352.34,2024-01-01 07:34:00,device_498,0,1,2352.34,0.9995750720252917,6,False,False,False,True,True,False,False
tx_97,user_299,merchant_158,113.74,2024-01-01 07:36:00,device_1324,0,1,113.74,0.9912846435419209,4,False,False,False,True,True,False,False
tx_98,user_161,merchant_87,1267.85,2024-01-01 07:42:00,device_2380,0,1,1267.85,0.9992118847775545,7,False,False,False,True,False,False,False
tx_99,user_760,merchant_245,1175.95,2024-01-01 07:45:00,device_1018,1,1,1175.95,0.9991503462339096,4,False,True,False,False,False,False,True
tx_100,user_202,merchant_197,1568.82,2024-01-01 07:52:00,device_2193,0,1,1568.82,0.9993629842911926,4,False,False,True,False,True,False,False
tx_101,user_178,merchant_241,2734.52,2024-01-01 07:55:00,device_1108,0,1,2734.52,0.9996344387904311,4,True,False,False,False,False,True,False
tx_102,user_104,merchant_211,293.36,2024-01-01 08:00:00,device_2683,0,1,293.36,0.9966027992933822,6,False,False,True,False,True,False,False
tx_103,user_982,merchant_90,584.91,2024-01-01 08:07:00,device_672,0,1,584.91,0.9982932532300183,5,False,False,True,False,False,False,True
tx_104,user_540,merchant_260,817.74,2024-01-01 08:15:00,device_1254,0,1,817.74,0.9987786110364707,4,False,False,True,False,False,False,False
tx_105,user_10,merchant_104,1951.61,2024-01-01 08:17:00,device_3,0,1,1951.61,0.9994878649602327,4,False,False,False,False,True,False,False
tx_106,user_775,merchant_203,661.58,2024-01-01 08:22:00,device_2237,0,1,661.58,0.9984907482869994,4,False,False,False,False,False,False,False
tx_107,user_787,merchant_210,1092.8,2024-01-01 08:28:00,device_2933,0,1,1092.8,0.999085756079722,5,False,False,True,False,False,False,True
tx_108,user_972,merchant_296,1486.55,2024-01-01 08:34:00,device_1269,0,1,1486.55,0.9993277536889517,9,False,False,False,True,False,False,False
tx_109,user_356,merchant_296,3423.9,2024-01-01 08:40:00,device_472,0,2,2649.405,1.291840303651706,4,False,False,True,False,False,False,True
tx_110,user_257,merchant_254,537.7,2024-01-01 08:47:00,device_2687,0,1,537.7,0.9981436792277706,9,False,False,False,False,True,False,False
tx_111,user_348,merchant_6,364.84,2024-01-01 08:51:00,device_347,0,1,364.84,0.9972665646184125,9,False,False,False,False,False,False,True
tx_112,user_989,merchant_178,211.45,2024-01-01 08:56:00,device_1337,0,1,211.45,0.9952930101200282,5,True,False,False,False,False,True,False
tx_113,user_100,merchant_168,192.89,2024-01-01 09:04:00,device_738,0,3,647.4066666666666,0.29748306104193867,4,False,False,False,True,False,False,True
tx_114,user_652,merchant_155,914.49,2024-01-01 09:06:00,device_2940,0,1,914.49,0.9989076887786869,13,False,False,False,True,False,False,True
tx_115,user_224,merchant_168,297.31,2024-01-01 09:14:00,device_2915,0,1,297.31,0.9966477825081291,8,False,True,False,False,False,False,True
tx_116,user_813,merchant_28,50.0,2024-01-01 09:22:00,device_954,0,1,50.0,0.9803921568627451,6,True,False,False,False,True,False,False
tx_117,user_928,merchant_51,239.52,2024-01-01 09:23:00,device_2062,0,1,239.52,0.9958423415932147,6,False,False,False,True,False,False,False
tx_118,user_494,merchant_35,258.69,2024-01-01 09:25:00,device_2979,0,1,258.69,0.9961492548808194,9,False,False,False,True,False,True,False
tx_119,user_660,merchant_240,2423.88,2024-01-01 09:32:00,device_2813,0,2,1420.2,1.7055164649591894,3,True,False,False,False,False,False,False
tx_120,user_202,merchant_235,1656.25,2024-01-01 09:39:00,device_2110,0,2,1612.5349999999999,1.0264729305531024,7,False,True,False,False,False,False,False
tx_121,user_892,merchant_287,444.66,2024-01-01 09:45:00,device_918,0,1,444.66,0.9977561369653997,7,True,False,False,False,False,False,True
tx_122,user_769,merchant_233,749.44,2024-01-01 09:50:00,device_382,0,2,529.6,1.412438748586506,6,True,False,False,False,True,False,False
tx_123,user_200,merchant_168,497.06,2024-01-01 09:58:00,device_87,0,1,497.06,0.9979922097739228,3,False,False,True,False,False,False,True
tx_124,user_774,merchant_248,1287.28,2024-01-01 09:59:00,device_1399,0,1,1287.28,0.9992237712298568,5,True,False,False,False,False,True,False
tx_125,user_630,merchant_81,1036.1,2024-01-01 10:02:00,device_49,0,1,1036.1,0.9990357728280783,7,True,False,False,False,False,False,True
tx_126,user_432,merchant_13,154.37,2024-01-01 10:10:00,device_1854,0,1,154.37,0.9935637510458905,5,False,True,False,False,False,False,True
tx_127,user_977,merchant_277,883.97,2024-01-01 10:16:00,device_2265,0,1,883.97,0.998870018192707,5,False,True,False,False,False,False,True
tx_128,user_434,merchant_135,1133.59,2024-01-01 10:22:00,device_2515,0,1,1133.59,0.9991186243488838,4,False,False,True,False,False,False,False
tx_129,user_999,merchant_127,622.16,2024-01-01 10:29:00,device_253,0,1,622.16,0.9983952756916362,10,False,False,False,False,False,False,True
tx_130,user_880,merchant_221,1125.59,2024-01-01 10:34:00,device_647,0,2,782.8599999999999,1.435957951675044,13,False,True,False,False,False,False,False
tx_131,user_827,merchant_219,1527.97,2024-01-01 10:40:00,device_426,0,1,1527.97,0.9993459649306395,6,False,False,False,False,True,False,False
tx_132,user_480,merchant_0,2957.96,2024-01-01 10:44:00,device_1880,0,1,2957.96,0.9996620434206613,4,True,False,False,False,True,False,False
tx_133,user_110,merchant_129,8316.56,2024-01-01 10:52:00,device_887,0,1,8316.56,0.9998797724332616,10,False,False,True,False,True,False,False
tx_134,user_121,merchant_288,814.57,2024-01-01 10:53:00,device_825,0,1,814.57,0.9987738636781638,4,False,True,False,False,False,False,True
tx_135,user_648,merchant_147,1526.3,2024-01-01 11:01:00,device_328,0,1,1526.3,0.9993452497872062,4,False,True,False,False,False,True,False
tx_136,user_134,merchant_24,1479.71,2024-01-01 11:03:00,device_2860,0,1,1479.71,0.9993246483106077,3,False,False,False,False,False,False,True
tx_137,user_943,merchant_246,1702.39,2024-01-01 11:10:00,device_1916,0,1,1702.39,0.9994129353817974,4,False,False,False,True,False,False,False
tx_138,user_714,merchant_268,1966.06,2024-01-01 11:11:00,device_983,0,1,1966.06,0.9994916270983092,8,False,False,False,True,True,False,False
tx_139,user_7,merchant_201,2752.74,2024-01-01 11:13:00,device_2525,0,1,2752.74,0.9996368575101499,11,True,False,False,False,True,False,False
tx_140,user_153,merchant_146,172.59,2024-01-01 11:21:00,device_1061,0,3,1339.5333333333333,0.1287472647702407,4,False,False,False,False,False,False,True
tx_141,user_690,merchant_263,3426.68,2024-01-01 11:22:00,device_1721,0,1,3426.68,0.9997082574802783,5,False,False,True,False,False,False,True
tx_142,user_259,merchant_44,11961.95,2024-01-01 11:30:00,device_1664,0,1,11961.95,0.9999164085781517,6,False,False,False,False,False,True,False
tx_143,user_326,merchant_65,495.27,2024-01-01 11:34:00,device_740,0,1,495.27,0.9979849678602374,8,False,False,True,False,True,False,False
tx_144,user_270,merchant_280,3820.38,2024-01-01 11:39:00,device_2544,0,1,3820.38,0.9997383144309124,7,True,False,False,False,False,True,False
tx_145,user_966,merchant_120,220.78,2024-01-01 11:42:00,device_2571,0,1,220.78,0.9954910271440166,8,False,False,True,False,False,True,False
tx_146,user_807,merchant_6,97.48,2024-01-01 11:49:00,device_1412,0,1,97.48,0.9898456539398862,4,False,True,False,False,True,False,False
tx_147,user_941,merchant_75,1536.77,2024-01-01 11:51:00,device_495,0,1,1536.77,0.9993497076936083,9,False,False,False,True,True,False,False
tx_148,user_631,merchant_85,2499.85,2024-01-01 11:55:00,device_2510,0,1,2499.85,0.9996001359537757,6,False,False,False,True,False,True,False
tx_149,user_164,merchant_138,145.06,2024-01-01 11:57:00,device_1074,1,1,145.06,0.9931534985622347,2,False,True,False,False,False,False,True
tx_150,user_164,merchant_185,272.43,2024-01-01 12:00:00,device_2547,0,2,208.745,1.298862904956018,5,False,False,False,False,False,False,False
tx_151,user_164,merchant_277,412.31,2024-01-01 12:05:00,device_452,0,3,276.59999999999997,1.4852665706051875,7,False,False,True,False,False,False,True
tx_152,user_164,merchant_46,3332.11,2024-01-01 12:13:00,device_356,0,4,1040.4775,3.199406612240783,10,True,False,False,False,False,False,False
tx_153,user_164,merchant_143,531.64,2024-01-01 12:17:00,device_11,0,5,938.71,0.5657490076725799,6,False,False,False,False,True,False,False
tx_154,user_206,merchant_89,124.44,2024-01-01 12:25:00,device_2618,0,1,124.44,0.9920280612244898,6,False,False,False,False,True,False,False
tx_155,user_270,merchant_145,1193.99,2024-01-01 12:27:00,device_2855,0,2,2507.185,0.47603745337764164,3,True,False,False,False,True,False,False
tx_156,user_101,merchant_206,2901.49,2024-01-01 12:31:00,device_162,0,1,2901.49,0.999655468235894,5,False,False,False,True,False,False,True
tx_157,user_803,merchant_285,227.45,2024-01-01 12:36:00,device_1695,0,2,449.15,0.5052760191047428,6,False,True,False,False,True,False,False
tx_158,user_42,merchant_126,524.53,2024-01-01 12:42:00,device_2635,0,1,524.53,0.9980971590584743,5,False,False,False,True,True,False,False
tx_159,user_599,merchant_58,373.64,2024-01-01 12:47:00,device_2967,0,1,373.64,0.9973307708733717,7,False,True,False,False,True,False,False
tx_160,user_908,merchant_282,2619.38,2024-01-01 12:50:00,device_731,0,1,2619.38,0.9996183759607385,8,False,False,False,False,False,True,False
tx_161,user_579,merchant_267,740.3,2024-01-01 12:54:00,device_1497,0,1,740.3,0.9986510184810468,8,False,False,False,True,False,False,False
tx_162,user_333,merchant_208,392.1,2024-01-01 13:00:00,device_1671,0,1,392.1,0.9974561180361231,5,False,False,False,False,False,True,False
tx_163,user_758,merchant_155,1016.52,2024-01-01 13:04:00,device_1496,0,1,1016.52,0.9990172183347747,3,False,False,True,False,False,True,False
tx_164,user_877,merchant_93,135.89,2024-01-01 13:05:00,device_525,0,1,135.89,0.9926948644897363,4,False,False,False,False,False,False,False
tx_165,user_841,merchant_292,353.85,2024-01-01 13:10:00,device_872,0,1,353.85,0.9971819078483867,4,True,False,False,False,False,True,False
tx_166,user_498,merchant_21,1153.26,2024-01-01 13:14:00,device_1520,0,1,1153.26,0.9991336440663282,9,True,False,False,False,True,False,False
tx_167,user_762,merchant_166,434.93,2024-01-01 13:15:00,device_646,0,1,434.93,0.9977060537242218,7,False,True,False,False,False,True,False
tx_168,user_728,merchant_236,248.39,2024-01-01 13:18:00,device_596,0,1,248.39,0.9959902161273507,10,False,True,False,False,False,True,False
tx_169,user_320,merchant_58,196.57,2024-01-01 13:19:00,device_2557,1,1,196.57,0.994938502809131,7,True,False,False,False,False,False,False
tx_170,user_691,merchant_6,502.16,2024-01-01 13:22:00,device_2525,0,1,502.16,0.9980125606169011,11,False,True,False,False,False,False,False
tx_171,user_806,merchant_57,795.97,2024-01-01 13:26:00,device_1383,0,1,795.97,0.9987452476253811,5,True,False,False,False,False,True,False
tx_172,user_577,merchant_272,2567.88,2024-01-01 13:33:00,device_1233,0,2,1360.615,1.8859075436154862,5,False,False,False,True,True,False,False
tx_173,user_144,merchant_13,1844.11,2024-01-01 13:41:00,device_36,0,1,1844.11,0.9994580268927056,6,False,False,False,True,False,False,False
tx_174,user_957,merchant_257,938.69,2024-01-01 13:43:00,device_1382,0,2,1399.27,0.6703635727395432,3,True,False,False,False,False,True,False
tx_175,user_62,merchant_31,1516.69,2024-01-01 13:47:00,device_638,0,1,1516.69,0.9993411039145016,7,True,False,False,False,False,False,True
tx_176,user_491,merchant_164,1562.54,2024-01-01 13:48:00,device_2940,0,1,1562.54,0.9993604257006536,13,False,False,True,False,False,False,True
tx_177,user_575,merchant_203,3924.53,2024-01-01 13:55:00,device_1625,0,1,3924.53,0.9997452573283098,7,False,False,False,True,False,False,True
tx_178,user_851,merchant_139,379.79,2024-01-01 14:02:00,device_2000,0,1,379.79,0.9973738806166128,4,False,False,True,False,True,False,False
tx_179,user_735,merchant_242,247.23,2024-01-01 14:05:00,device_1994,0,1,247.23,0.9959714780646981,4,False,False,False,False,True,False,False
tx_180,user_294,merchant_246,312.27,2024-01-01 14:12:00,device_1562,0,2,1332.305,0.2342074769088843,5,False,True,False,False,False,False,False
tx_181,user_341,merchant_179,118.42,2024-01-01 14:15:00,device_2301,0,1,118.42,0.9916261932674594,4,False,False,False,True,False,False,False
tx_182,user_368,merchant_90,115.28,2024-01-01 14:22:00,device_1567,0,2,375.38,0.30628620011690316,5,False,False,False,False,False,False,True
tx_183,user_252,merchant_156,387.2,2024-01-01 14:29:00,device_322,0,1,387.2,0.9974240082431737,8,False,False,False,False,False,True,False
tx_184,user_428,merchant_182,1819.22,2024-01-01 14:30:00,device_924,0,1,1819.22,0.9994506158596214,4,False,True,False,False,True,False,False
tx_185,user_741,merchant_253,744.89,2024-01-01 14:34:00,device_1656,0,1,744.89,0.9986593197388355,4,False,False,False,False,False,False,True
tx_186,user_248,merchant_100,1246.06,2024-01-01 14:40:00,device_281,0,1,1246.06,0.9991981139640435,3,False,False,False,False,False,False,True
tx_187,user_604,merchant_148,1032.55,2024-01-01 14:45:00,device_1401,0,1,1032.55,0.9990324609356103,4,False,False,False,True,True,False,False
tx_188,user_138,merchant_254,178.09,2024-01-01 14:50:00,device_961,0,1,178.09,0.9944162153107377,5,False,False,True,False,False,False,True
tx_189,user_777,merchant_91,3974.41,2024-01-01 14:54:00,device_1820,0,1,3974.41,0.9997484536186204,5,False,True,False,False,False,True,False
tx_190,user_560,merchant_210,2256.43,2024-01-01 14:57:00,device_2624,0,1,2256.43,0.9995570183793074,8,False,True,False,False,True,False,False
tx_191,user_878,merchant_227,383.43,2024-01-01 15:00:00,device_1890,0,1,383.43,0.9973987461956663,6,False,False,False,True,True,False,False
tx_192,user_624,merchant_137,1131.43,2024-01-01 15:03:00,device_603,0,2,976.9000000000001,1.1569996932201656,3,False,False,False,False,False,False,False
tx_193,user_633,merchant_147,3377.48,2024-01-01 15:06:00,device_2034,0,1,3377.48,0.9997040089034122,6,False,True,False,False,False,False,True
